2026-08-01 19:50:00 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | test cennika - zmiana treści
2026-08-01 19:50:23 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 19:54:40 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | test
2026-08-01 19:56:35 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:19 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:23 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:40 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 20:32:41 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 22:43:14 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 22:43:15 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Wszystkie wizyty obejmują indywidualną ocenę oraz terapię dopasowaną bezpośrednio do Twoich potrzeb.
2026-08-01 22:43:19 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | test | test
2026-08-01 22:46:57 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | Tutaj będą ceny
2026-08-01 22:51:39 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 22:55:43 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara
2026-08-01 22:56:11 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 22:58:02 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 22:58:11 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 22:59:27 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 22:59:31 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Wizyta w klasztorze | 666 PLN
2026-08-01 23:08:35 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 23:10:11 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Ale fajnie działa | 10 zł
2026-08-01 23:10:30 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Ale fajnie działa | 10 zł
2026-08-01 23:24:05 | MpFizAdm | 94.246.142.199 | Edycja pozycji | chochlik | 150 PLN
2026-08-01 23:35:22 | MpFizAdm | 94.246.142.199 | Dodanie nowej pozycji | ale jajca działa dodawanie | 66666
2026-08-01 23:37:07 | MpFizAdm | 94.246.142.199 | Usunięcie pozycji | Kinesiotaping | 
2026-08-01 23:37:33 | MpFizAdm | 94.246.142.199 | Nagłówek cennika |  | gitara gra
2026-08-01 23:37:41 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Cennik | gitara gra
2026-08-01 23:38:57 | MpFizAdm | 94.246.142.199 | Nagłówek cennika | Test zmian | dzieje się
2026-08-01 23:39:40 | MpFizAdm | 94.246.142.199 | Dodanie nowej pozycji | Nowa pozycja | 170 zł
2026-08-01 23:40:38 | MpFizAdm | 94.246.142.199 | Edycja pozycji | Edycja | 170 zł
2026-08-01 23:40:53 | MpFizAdm | 94.246.142.199 | Usunięcie pozycji | chochlik | 
2026-08-02 09:50:34 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Główny tytuł i opis | Tytuł: -> Tytuł: Cennik
2026-08-02 09:51:08 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Pozycja | Logi są wszędzie |  -> 10 zł
2026-08-02 09:52:53 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Główny tytuł i opis | Tytuł: -> Tytuł: sprawdź tytuł główny
2026-08-02 09:53:45 | MpFizAdm | 94.246.142.199 | Cennik | Dodanie | Pozycja | 222 |  -> 4444
2026-08-02 09:54:22 | MpFizAdm | 94.246.142.199 | Cennik | Usunięcie | Pozycja | Ale fajnie działa | 40 zł -> 
2026-08-02 09:57:45 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Tytuł, opis | Tytuł: sprawdź tytuł główny -> Tytuł: sprawdź tytuł główny
2026-08-02 10:00:27 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Tytuł, opis | Tytuł: sprawdź tytuł główny -> Tytuł: nowy tytuł
2026-08-02 10:01:29 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | Tytuł, opis | Tytuł: nowy tytuł -> Tytuł: jeszcze nowy tytuł
2026-08-02 10:07:08 | MpFizAdm | 94.246.142.199 | Cennik | Edycja | Nagłówek | jeszcze nowy tytuł [;] nowy opis -> Zmiana tytułu [;] Zmiana opisu
2026-08-03 16:33:35 | MpFizAdm | 94.246.142.199 | O mnie | Modyfikacja | Zdjęcie (z serwera) | {"plik":{"old":"img\/photos\/marta.webp","new":"img\/photos\/marta_profile_1785759643.png"}}
2026-08-03 16:33:35 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Wizytówka | {"opis pod zdjęciem":{"old":"Na czym skupiam się","new":"Na czym skupiam się"},"liczba punktów listy":{"old":3,"new":3}}
2026-08-03 20:58:45 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst | {"tag sekcji":{"old":"poznaj mnie","new":"stara treść"},"liczba akapitów":{"old":3,"new":4}}
2026-08-03 20:59:43 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst | {"tag sekcji":{"old":"stara treść","new":"nowa treść"},"liczba akapitów":{"old":4,"new":4}}
2026-08-03 21:03:55 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"nowa treść","new":"jeszcz lepsza"},"tekst wprowadzający":{"old":"nowa treść","new":"jeszcze lepsza"},"treść akapitów":{"old":"nowa treść\nnowa treść\nnowa treść\nnowa treść","new":"jeszcze lepsza\njeszcze lepsza\njeszcze lepsza\njeszcze lepsza\njeszcze lepsza"}}
2026-08-03 21:05:02 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"jeszcz lepsza","new":"jeszcz lepsza"},"tekst wprowadzający":{"old":"jeszcze lepsza","new":"jeszcze lepsza"},"treść akapitów":{"old":"jeszcze lepsza\njeszcze lepsza\njeszcze lepsza\njeszcze lepsza\njeszcze lepsza","new":"1\n2\n3\n4\n5"}}
2026-08-03 21:07:08 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"jeszcz lepsza","new":"nowa treść"},"tekst wprowadzający":{"old":"jeszcze lepsza","new":"nowa treść"},"treść akapitów":{"old":"[Akapit 1] 1 | [Akapit 2] 2 | [Akapit 3] 3 | [Akapit 4] 4 | [Akapit 5] 5","new":"[Akapit 1] 1 nowa treść | [Akapit 2] 2 nowa treść | [Akapit 3] 3 nowa treść | [Akapit 4] 4 nowa treść"}}
2026-08-03 21:07:24 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"nowa treść","new":"nowa treść"},"tekst wprowadzający":{"old":"nowa treść","new":"nowa treść"},"treść akapitów":{"old":"[Akapit 1] 1 nowa treść | [Akapit 2] 2 nowa treść | [Akapit 3] 3 nowa treść | [Akapit 4] 4 nowa treść","new":"[Akapit 1] 1 nowa treść | [Akapit 2] 2 nowa treść | [Akapit 3] 4 nowa treść"}}
2026-08-03 21:07:32 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"nowa treść","new":"nowa treść"},"tekst wprowadzający":{"old":"nowa treść","new":"nowa treść"},"treść akapitów":{"old":"[Akapit 1] 1 nowa treść | [Akapit 2] 2 nowa treść | [Akapit 3] 4 nowa treść","new":"[Akapit 1] 1 nowa treść | [Akapit 2] 2 nowa treść"}}
2026-08-03 21:07:47 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"nowa treść","new":"nowa treść"},"tekst wprowadzający":{"old":"nowa treść","new":"nowa treść"},"treść akapitów":{"old":"[Akapit 1] 1 nowa treść | [Akapit 2] 2 nowa treść","new":"[Akapit 1] 1 nowa treść | [Akapit 2] 2 nowa treść | [Akapit 3] trtatata | [Akapit 4] trarara"}}
2026-08-03 21:09:05 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"nowa treść","new":"nowa treść"},"tekst wprowadzający":{"old":"nowa treść","new":"nowa treść"},"treść akapitów":{"old":"<strong>[Akapit 1]:<\/strong> 1 nowa treść<br><strong>[Akapit 2]:<\/strong> 2 nowa treść<br><strong>[Akapit 3]:<\/strong> trtatata<br><strong>[Akapit 4]:<\/strong> trarara","new":"<strong>[Akapit 1]:<\/strong> stara<br><strong>[Akapit 2]:<\/strong> stara<br><strong>[Akapit 3]:<\/strong> stara<br><strong>[Akapit 4]:<\/strong> stara"}}
2026-08-03 21:10:19 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"nowa treść","new":"nowa treść"},"tekst wprowadzający":{"old":"nowa treść","new":"nowa treść"},"treść akapitów":{"old":" - Akapit 1: stara \/\/  - Akapit 2: stara \/\/  - Akapit 3: stara \/\/  - Akapit 4: stara","new":" - Akapit 1: nowa 1 \/\/  - Akapit 2: nowa 2 \/\/  - Akapit 3: nowa 3 \/\/  - Akapit 4: nowa 4"}}
2026-08-03 21:14:52 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"nowa treść","new":"Działa"},"tekst wprowadzający":{"old":"nowa treść","new":"gotowe"},"[Akapit 1]":{"old":"nowa 1","new":"lelum polelum"},"[Akapit 2]":{"old":"nowa 2","new":"ene due"},"[Akapit 3]":{"old":"nowa 3","new":"stara prycza"},"[Akapit 4]":{"old":"nowa 4","new":"eripe"},"[Akapit 5]":{"old":"","new":"nowy akapit"}}
2026-08-03 21:15:12 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa","new":"Działa"},"tekst wprowadzający":{"old":"gotowe","new":"test"},"[Akapit 2]":{"old":"ene due","new":"eripe"},"[Akapit 3]":{"old":"stara prycza","new":"nowy akapit"},"[Akapit 4]":{"old":"eripe","new":""},"[Akapit 5]":{"old":"nowy akapit","new":""}}
2026-08-03 21:15:25 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa","new":"Działa1"},"tekst wprowadzający":{"old":"test","new":"test"},"[Akapit 4]":{"old":"","new":"test"}}
2026-08-03 21:16:47 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa1","new":"Działa2"},"tekst wprowadzający":{"old":"test","new":"test"},"[Akapit 2]":{"old":"eripe","new":"nowy akapit"},"[Akapit 3]":{"old":"nowy akapit","new":"test"},"[Akapit 4]":{"old":"test","new":"ale jajaa"}}
2026-08-03 21:16:58 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa2","new":"Działa2"},"tekst wprowadzający":{"old":"test","new":"test"},"[Akapit 1]":{"old":"lelum polelum","new":"nowy akapit"},"[Akapit 2]":{"old":"nowy akapit","new":"test"},"[Akapit 3]":{"old":"test","new":"ale jajaa"},"[Akapit 4]":{"old":"ale jajaa","new":"[Usunięto akapit]"}}
2026-08-03 21:18:22 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa2","new":"Działa2"},"tekst wprowadzający":{"old":"test","new":"test"},"[Akapit 1]":{"old":"nowy akapit","new":"Nazywam się Marta Pięta i jestem fizjoterapeutką z ponad 10-letnim stażem. Pracuję z pacjentami z dolegliwościami bólowymi narządu ruchu, po urazach oraz z problemami ortopedycznymi i przewlekłym bólem."},"[Akapit 2]":{"old":"test","new":"W swojej pracy łączę terapię manualną, ćwiczenia terapeutyczne oraz indywidualnie dobrane metody leczenia. Zależy mi nie tylko na zmniejszeniu bólu, ale przede wszystkim na znalezieniu jego przyczyny i przywróceniu pełnej sprawności."},"[Akapit 3]":{"old":"ale jajaa","new":"Obecnie rozwijam swoje kompetencje w zakresie fizjoterapii uroginekologicznej, aby kompleksowo wspierać kobiety na różnych etapach życia. Regularnie uczestniczę w kursach i szkoleniach, dzięki czemu mogę stosować nowoczesne metody terapii."},"[Akapit 4]":{"old":"[Nowy akapit]","new":"Największą satysfakcję daje mi obserwowanie, jak dzięki wspólnej pracy pacjenci odzyskują komfort życia i wracają do aktywności."}}
2026-08-03 21:19:03 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa2","new":"Działa2"},"tekst wprowadzający":{"old":"test","new":"test"},"[Akapit 1]":{"old":"Nazywam się Marta Pięta i jestem fizjoterapeutką z ponad 10-letnim stażem. Pracuję z pacjentami z dolegliwościami bólowymi narządu ruchu, po urazach oraz z problemami ortopedycznymi i przewlekłym bólem.","new":"Nazywam się Marta Pięta i jestem fizjoterapeutką z ponad 10-letnim stażem. Pracuję z pacjentami z dolegliwościami bólowymi narządu ruchu, po urazach oraz z problemami ortopedycznymi i przewlekłym bólem.1"}}
2026-08-03 21:19:26 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa2","new":"Działa2"},"tekst wprowadzający":{"old":"test","new":"test"},"[Akapit 1]":{"old":"Nazywam się Marta Pięta i jestem fizjoterapeutką z ponad 10-letnim stażem. Pracuję z pacjentami z dolegliwościami bólowymi narządu ruchu, po urazach oraz z problemami ortopedycznymi i przewlekłym bólem.1","new":"Nazywam się Marta Pięta i jestem fizjoterapeutką z ponad 10-letnim stażem. Pracuję z pacjentami z dolegliwościami bólowymi narządu ruchu, po urazach oraz z problemami ortopedycznymi i przewlekłym bólem."},"[Akapit 4]":{"old":"Największą satysfakcję daje mi obserwowanie, jak dzięki wspólnej pracy pacjenci odzyskują komfort życia i wracają do aktywności.","new":"test"}}
2026-08-03 21:19:37 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Tekst opisu | {"tag sekcji":{"old":"Działa2","new":"Działa2"},"tekst wprowadzający":{"old":"test","new":"test"},"[Akapit 4]":{"old":"test","new":"[Usunięto akapit]"}}
2026-08-03 22:04:52 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Akapit opisu | {"[Edycja Akapitu 1]":{"old":"Nazywam się Marta Pięta i jestem fizjoterapeutką z ponad 10-letnim stażem. Pracuję z pacjentami z dolegliwościami bólowymi narządu ruchu, po urazach oraz z problemami ortopedycznymi i przewlekłym bólem.","new":"test edycji"}}
2026-08-03 22:04:58 | MpFizAdm | 94.246.142.199 | O mnie | Dodanie | Akapit opisu | {"[Nowy Akapit 3]":{"old":"","new":"Test dodawania"}}
2026-08-03 22:06:30 | MpFizAdm | 94.246.142.199 | O mnie | Usunięcie | Akapit opisu | {"[Usunięto Akapit 2]":{"old":"W swojej pracy łączę terapię manualną, ćwiczenia terapeutyczne oraz indywidualnie dobrane metody leczenia. Zależy mi nie tylko na zmniejszeniu bólu, ale przede wszystkim na znalezieniu jego przyczyny i przywróceniu pełnej sprawności.","new":""}}
2026-08-03 22:07:43 | MpFizAdm | 94.246.142.199 | O mnie | Sortowanie | Kolejność akapitów | {"Przesunięcie":{"old":"Pozycja 1 (test edycji)","new":"Pozycja 2"}}
2026-08-03 22:08:01 | MpFizAdm | 94.246.142.199 | O mnie | Sortowanie | Kolejność akapitów | {"Przesunięcie":{"old":"Pozycja 2 (test edycji)","new":"Pozycja 1"}}
2026-08-03 22:08:03 | MpFizAdm | 94.246.142.199 | O mnie | Sortowanie | Kolejność akapitów | {"Przesunięcie":{"old":"Pozycja 1 (test edycji)","new":"Pozycja 2"}}
2026-08-03 22:08:04 | MpFizAdm | 94.246.142.199 | O mnie | Sortowanie | Kolejność akapitów | {"Przesunięcie":{"old":"Pozycja 2 (test edycji)","new":"Pozycja 1"}}
2026-08-03 22:11:37 | MpFizAdm | 94.246.142.199 | O mnie | Dodanie | Punkt listy skupienia | {"[Nowy Punkt Skupienia 4]":{"old":"","new":"Trenuje psy nocą"}}
2026-08-03 22:16:04 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Punkt listy skupienia | {"[Edycja Punktu Skupienia 2]":{"old":"Fizjoterapia blizn po epizjotomii i CC","new":"Fizjoterapia blizn po epizjotomii i CCs"}}
2026-08-03 22:17:29 | MpFizAdm | 94.246.142.199 | O mnie | Usunięcie | Punkt listy skupienia | {"[Usunięto Punkt Skupienia 2]":{"old":"Fizjoterapia blizn po epizjotomii i CCs","new":""}}
2026-08-03 22:18:25 | MpFizAdm | 94.246.142.199 | O mnie | Sortowanie | Kolejność punktów skupienia | {"Przesunięcie punktu":{"old":"Pozycja 1 (Fizjoterapia manualna i powięziowa)","new":"Pozycja 2"}}
2026-08-03 22:19:54 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Nagłówki opisu | {"tag sekcji":{"old":"Poznajmy się","new":"test"},"tekst wprowadzający":{"old":"Fizjoterapia manualna oraz terapia ruchowa dopasowana indywidualnie do Twojego ciała i stylu życia.","new":"test1"}}
2026-08-03 22:20:03 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Wizytówka i zdjęcie | {"ścieżka pliku graficznego":{"old":"img\/photos\/marta.webp","new":"img\/photos\/marta.webp"},"tytuł listy skupienia":{"old":"Na czym skupiam się","new":"test1"}}
2026-08-03 22:20:30 | MpFizAdm | 94.246.142.199 | O mnie | Edycja | Wizytówka i zdjęcie | {"ścieżka pliku graficznego":{"old":"img\/photos\/marta.webp","new":"img\/photos\/marta_profile_1785759643.png"},"tytuł listy skupienia":{"old":"test1","new":"ashdfl;jah; sldkfh;laskdf;lkasjdf'asdfasfd"}}
2026-08-03 22:59:58 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Nagłówek | {"tytuł":{"old":"Pierwsza wizyta","new":"first visit"},"opis":{"old":"Pierwsza wizyta to spokojne, uporządkowane spotkanie, podczas którego poznaję Twoje potrzeby, wykonuję delikatną ocenę funkcjonalną i ustalam plan terapii dopasowany do Ciebie.","new":"first visit"}}
2026-08-03 23:02:39 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 5]":{"old":"","new":"Test dodania nowej pozycji"},"treść opisu":{"old":"","new":"Test dodania pozycji"}}
2026-08-03 23:11:15 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 6]":{"old":"","new":"testt"},"treść opisu":{"old":"","new":"test"},"szeroki panel":{"old":"nie","new":"tak"}}
2026-08-03 23:17:23 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 7]":{"old":"","new":"test ikony domyśłnej"},"treść opisu":{"old":"","new":"ratatata"},"szeroki panel":{"old":"nie","new":"nie"},"ikona graficzna":{"old":"","new":"domyślna (gwiazdka)"}}
2026-08-03 23:21:16 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 8]":{"old":"","new":"test logow"},"treść opisu":{"old":"","new":"test"},"szeroki panel":{"old":"nie","new":"nie"},"ikona graficzna":{"old":"","new":"własna (kod SVG)"}}
2026-08-03 23:22:13 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Etap wizyty | {"[Edycja Etapu 8]":{"old":"test logow","new":"test logow zmiana"},"treść opisu":{"old":"test","new":"test"},"szeroki panel":{"old":"nie","new":"tak"}}
2026-08-03 23:24:00 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Etap wizyty | {"[Edycja Etapu 5]":{"old":"Test dodania nowej pozycji","new":"Test dodania nowej pozycji"},"treść opisu":{"old":"Test dodania pozycji","new":"Test dodania pozycji"},"szeroki panel":{"old":"tak","new":"tak"}}
2026-08-03 23:28:18 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 9]":{"old":"[nowy element]","new":"dodanie domyślnej ikony"},"treść opisu":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"ikona graficzna":{"old":"[nowy element]","new":"domyślna (gwiazdka)"}}
2026-08-03 23:29:09 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 10]":{"old":"[nowy element]","new":"test dodania ikony własnej"},"treść opisu":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak, szeroki"},"ikona graficzna":{"old":"[nowy element]","new":"własna (kod SVG)"}}
2026-08-03 23:29:31 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Etap wizyty | {"[Edycja Etapu 9]":{"old":"dodanie domyślnej ikony","new":"dodanie domyślnej ikony"},"treść opisu":{"old":"test","new":"test"},"szeroki panel":{"old":"nie, standardowy","new":"nie, standardowy"},"ikona graficzna":{"old":"własna ikona SVG","new":"domyślna (gwiazdka)"}}
2026-08-03 23:40:09 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Etap wizyty | {"[Modyfikacja kroku: test logow zmiana]":{"old":"test logow zmiana","new":"test logow zmiana"},"treść opisu":{"old":"test","new":"test"},"szeroki panel":{"old":"tak, szeroki","new":"nie, standardowy"},"ikona graficzna":{"old":"własna ikona SVG","new":"domyślna (gwiazdka)"}}
2026-08-03 23:40:51 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Etap wizyty | {"[Modyfikacja kroku: test logow zmiana]":{"old":"test logow zmiana","new":"test logow zmiana"},"treść opisu":{"old":"test","new":"test"},"szeroki panel":{"old":"nie, standardowy","new":"nie, standardowy"},"ikona graficzna":{"old":"domyślna (gwiazdka)","new":"własna ikona SVG"}}
2026-08-03 23:44:19 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Krok: dodanie domyślnej ikony | {"tytuł etapu":{"old":"dodanie domyślnej ikony","new":"dodanie domyślnej ikony"},"treść opisu":{"old":"test","new":"test"},"szeroki panel":{"old":"nie, standardowy","new":"tak, szeroki"}}
2026-08-03 23:44:54 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Krok: Wskazówki po wizycie | {"tytuł etapu":{"old":"Wskazówki po wizycie","new":"Wskazówki po wizycie"},"treść opisu":{"old":"Na koniec otrzymujesz proste, realne do wykonania ćwiczenia oraz wskazówki jak dbać o ciało na co dzień. W razie pytań po wizycie pozostaję do Twojej dyspozycji.","new":"Na koniec otrzymujesz proste, realne do wykonania ćwiczenia oraz wskazówki jak dbać o ciało na co dzień. W razie pytań po wizycie pozostaję do Twojej dyspozycji."},"szeroki panel":{"old":"nie, standardowy","new":"tak, szeroki"}}
2026-08-04 00:09:58 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Etap: dodanie domyślnej ikony | {"tytuł etapu":{"old":"dodanie domyślnej ikony","new":"dodanie domyślnej ikony"},"treść opisu":{"old":"test","new":"test"},"szeroki panel":{"old":"tak, szeroki","new":"tak, szeroki"}}
2026-08-04 00:10:56 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Etap: test dodania ikony własnej | {"tytuł etapu":{"old":"test dodania ikony własnej","new":"Zmiana ikony na domyślną"},"treść opisu":{"old":"test","new":"test-opisu"},"szeroki panel":{"old":"tak, szeroki","new":"nie, standardowy"},"ikona graficzna":{"old":"własna ikona SVG","new":"domyślna (gwiazdka)"}}
2026-08-04 00:16:06 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Krok: Zmiana ikony na domyślną | {"tytuł etapu":{"old":"Zmiana ikony na domyślną","new":"Zmiana ikony na domyślną"},"treść opisu":{"old":"test-opisu","new":"test-opisu"},"szeroki panel":{"old":"nie, standardowy","new":"tak, szeroki"},"ikona graficzna":{"old":"własna ikona SVG","new":"domyślna (konfiguracja globalna)"}}
2026-08-04 00:20:30 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 11]":{"old":"[nowy element]","new":"test"},"treść opisu":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"nie, standardowy"},"ikona graficzna":{"old":"[nowy element]","new":"domyślna (konfiguracja globalna)"}}
2026-08-04 00:20:35 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Dodanie | Etap wizyty | {"[Nowy Etap 12]":{"old":"[nowy element]","new":"test"},"treść opisu":{"old":"[nowy element]","new":"test"},"szeroki panel":{"old":"wyjściowo: standardowy","new":"tak, szeroki"},"ikona graficzna":{"old":"[nowy element]","new":"domyślna (konfiguracja globalna)"}}
2026-08-04 00:20:57 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Edycja | Krok: test ikony domyśłnej | {"tytuł etapu":{"old":"test ikony domyśłnej","new":"test ikony domyśłnej"},"treść opisu":{"old":"ratatata","new":"ratatata"},"szeroki panel":{"old":"nie, standardowy","new":"nie, standardowy"},"ikona graficzna":{"old":"własna ikona SVG","new":"własna ikona SVG (oczyszczona)"}}
2026-08-04 00:22:11 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Usunięcie | Usunięto krok: test | {"status etapu":{"old":"aktywny na stronie","new":"[Usunięto bezpowrotnie]"},"treść opisu przed usunięciem":{"old":"test","new":""}}
2026-08-04 00:22:14 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Usunięcie | Usunięto krok: dodanie domyślnej ikony | {"status etapu":{"old":"aktywny na stronie","new":"[Usunięto bezpowrotnie]"},"treść opisu przed usunięciem":{"old":"test","new":""}}
2026-08-04 00:22:17 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Usunięcie | Usunięto krok: test logow zmiana | {"status etapu":{"old":"aktywny na stronie","new":"[Usunięto bezpowrotnie]"},"treść opisu przed usunięciem":{"old":"test","new":""}}
2026-08-04 00:22:20 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Usunięcie | Usunięto krok: test ikony domyśłnej | {"status etapu":{"old":"aktywny na stronie","new":"[Usunięto bezpowrotnie]"},"treść opisu przed usunięciem":{"old":"ratatata","new":""}}
2026-08-04 00:22:23 | MpFizAdm | 94.246.142.199 | Pierwsza wizyta | Usunięcie | Usunięto krok: testt | {"status etapu":{"old":"aktywny na stronie","new":"[Usunięto bezpowrotnie]"},"treść opisu przed usunięciem":{"old":"test","new":""}}
